Property_ID,Square_Footage,Bedrooms,Bathrooms,Property_Age_Years,Lot_Size_SqFt,Garage_Cars,Location_Tier,Distance_to_City_Miles,Renovation_Score,Condition,Quarter_Sold,Annual_Tax,Price
PROP-1765,1642,2,1.0,28,7996,2,Suburban Standard,18.8,3,Fair,2023-Q2,3773,339473
PROP-1766,2077,3,2.5,5,8658,2,Emerging Tech Corridor,6.2,3,Fair,2024-Q1,7147,666787
PROP-1767,3251,5,4.0,16,6920,3,Suburban Prime,20.8,1,Needs Renovation,2023-Q4,11575,1036772
PROP-1768,1692,2,2.0,25,4622,1,Exurban,36.8,7,Good,2023-Q4,2898,286579
PROP-1769,3278,6,4.5,20,9467,3,Suburban Standard,21.1,7,Good,2024-Q1,8816,792219
PROP-1770,2560,4,3.0,7,11250,2,Suburban Standard,26.8,3,Fair,2023-Q4,7704,610356
PROP-1771,1734,1,1.5,20,7850,1,Urban Metro,3.7,6,Good,2023-Q1,6520,579013
PROP-1772,2511,4,3.0,10,7807,2,Emerging Tech Corridor,8.2,5,Good,2023-Q4,8823,802678
PROP-1773,2732,4,3.5,37,8799,3,Emerging Tech Corridor,12.2,3,Fair,2023-Q1,8838,794750
PROP-1774,2504,4,3.0,7,4886,2,Suburban Prime,14.2,6,Good,2024-Q1,8817,798348
PROP-1775,1079,1,1.0,41,3002,2,Urban Metro,2.6,3,Fair,2023-Q4,3922,322136
PROP-1776,1627,3,2.0,23,5425,1,Suburban Prime,18.1,6,Good,2023-Q4,5774,517977
PROP-1777,1939,3,2.5,34,4261,1,Suburban Standard,24.8,1,Needs Renovation,2024-Q2,4642,371448
PROP-1778,2051,2,2.5,54,6852,2,Suburban Prime,19.1,9,Excellent,2023-Q1,6756,611757
PROP-1779,2503,4,3.5,13,11766,3,Suburban Standard,27.6,2,Needs Renovation,2023-Q1,7370,664782
PROP-1780,2215,3,3.0,54,8364,2,Urban Metro,4.9,5,Good,2023-Q3,8057,743466
PROP-1781,1232,1,1.5,13,2548,1,Emerging Tech Corridor,11.9,8,Excellent,2023-Q2,4322,396239
PROP-1782,2347,3,2.0,9,5754,2,Suburban Prime,20.0,1,Needs Renovation,2023-Q4,6233,603000
PROP-1783,2496,4,3.0,11,8519,2,Urban Metro,1.0,5,Good,2024-Q2,9947,945228
PROP-1784,2463,4,3.0,37,7460,1,Suburban Standard,17.8,4,Fair,2023-Q2,6460,560140
PROP-1785,2802,4,4.0,43,8461,3,Urban Metro,4.7,5,Good,2024-Q2,10584,991810
PROP-1786,2642,4,3.0,54,9509,1,Urban Metro,4.0,3,Fair,2023-Q2,9409,829283
PROP-1787,2398,4,3.5,45,9081,1,Suburban Prime,10.5,2,Needs Renovation,2023-Q4,7945,722803
PROP-1788,2054,3,3.0,33,9262,1,Suburban Prime,12.3,6,Good,2024-Q2,8124,700194
PROP-1789,1020,1,2.0,40,3018,0,Exurban,33.4,5,Good,2023-Q1,1001,135585
PROP-1790,2379,4,3.0,9,10797,2,Emerging Tech Corridor,10.1,6,Good,2023-Q3,9300,814420
PROP-1791,2234,4,3.5,16,6593,2,Suburban Prime,19.6,3,Fair,2024-Q2,8393,740577
PROP-1792,2276,4,4.0,16,4525,2,Urban Metro,5.7,4,Fair,2024-Q1,10328,912457
PROP-1793,1270,2,1.5,2,4678,0,Suburban Prime,18.5,5,Good,2023-Q4,4521,373618
PROP-1794,1397,2,1.5,30,5307,1,Suburban Standard,25.5,5,Good,2023-Q4,3101,275070
PROP-1795,2784,5,3.0,50,13857,2,Suburban Prime,14.6,4,Fair,2024-Q1,8989,868172
PROP-1796,2074,3,3.0,0,8853,2,Urban Metro,2.9,4,Fair,2023-Q2,9570,842453
PROP-1797,2542,3,2.0,11,12507,2,Suburban Prime,13.5,4,Fair,2023-Q3,8481,748672
PROP-1798,2118,3,2.5,38,10353,2,Emerging Tech Corridor,10.5,3,Fair,2023-Q2,7208,650150
PROP-1799,2119,3,3.0,3,8169,1,Suburban Prime,9.7,4,Fair,2024-Q1,7686,708854
PROP-1800,2709,4,3.5,41,9737,2,Emerging Tech Corridor,10.2,3,Fair,2024-Q1,8708,787197
PROP-1801,1764,2,2.0,12,6518,2,Suburban Prime,17.3,6,Good,2023-Q3,6886,575767
PROP-1802,2162,3,2.5,33,11083,1,Urban Metro,3.2,5,Good,2024-Q1,8760,806849
PROP-1803,1799,2,2.5,41,7967,1,Suburban Prime,21.3,4,Fair,2024-Q1,5405,529214
PROP-1804,1817,1,1.0,20,3927,1,Suburban Prime,16.5,4,Fair,2024-Q2,4669,456209
PROP-1805,1899,3,2.5,21,8444,0,Urban Metro,2.1,3,Fair,2023-Q3,7704,688833
PROP-1806,2244,3,2.5,3,5340,2,Urban Metro,3.4,5,Good,2023-Q4,9808,831001
PROP-1807,1788,2,2.0,17,5937,1,Urban Metro,4.4,8,Excellent,2023-Q2,8402,691143
PROP-1808,2916,5,4.5,4,7335,2,Urban Metro,2.6,6,Good,2023-Q4,12965,1140195
PROP-1809,1518,3,3.0,18,6291,1,Suburban Prime,9.1,6,Good,2023-Q4,6120,572741
PROP-1810,1978,2,2.5,1,9460,2,Exurban,39.6,7,Good,2024-Q2,4319,409138
PROP-1811,1814,2,1.5,11,5056,1,Suburban Prime,21.3,4,Fair,2023-Q2,6383,546505
PROP-1812,3040,4,4.0,16,6319,3,Suburban Standard,19.8,2,Needs Renovation,2023-Q4,8082,686005
PROP-1813,2227,3,3.0,9,6268,1,Suburban Prime,20.7,6,Good,2023-Q3,7967,728570
PROP-1814,2770,5,4.5,33,11318,3,Suburban Prime,19.7,3,Fair,2023-Q2,11274,968455
PROP-1815,1134,1,2.0,5,3308,0,Urban Metro,1.7,5,Good,2023-Q1,4650,421400
PROP-1816,2273,3,2.0,7,6240,2,Suburban Prime,17.9,6,Good,2024-Q2,8032,698030
PROP-1817,2678,3,2.5,50,6499,2,Suburban Prime,14.1,7,Good,2023-Q4,8741,749778
PROP-1818,2153,3,2.5,10,7517,1,Urban Metro,2.3,4,Fair,2024-Q1,8491,797851
PROP-1819,2792,3,3.0,11,7645,2,Emerging Tech Corridor,11.2,5,Good,2023-Q2,8904,782983
PROP-1820,1763,2,1.5,8,7555,1,Suburban Prime,18.4,6,Good,2023-Q1,6417,534702
PROP-1821,3016,5,4.5,1,6214,1,Suburban Prime,10.5,7,Good,2024-Q1,10979,995345
PROP-1822,3594,6,5.0,7,14583,1,Urban Metro,5.6,6,Good,2023-Q1,14934,1361783
PROP-1823,1864,2,2.0,10,4860,1,Suburban Standard,24.0,10,Excellent,2023-Q4,5049,437584
PROP-1824,1810,1,1.5,52,6269,2,Emerging Tech Corridor,13.4,1,Needs Renovation,2024-Q1,4614,408434
PROP-1825,3044,5,3.5,35,8440,2,Suburban Prime,12.4,5,Good,2023-Q4,10599,955156
PROP-1826,3126,6,4.5,9,13308,2,Urban Metro,5.7,4,Fair,2024-Q1,13846,1236398
PROP-1827,1760,3,3.0,20,8824,2,Suburban Prime,13.2,2,Needs Renovation,2023-Q2,6602,634221
PROP-1828,1826,3,3.0,19,8980,2,Urban Metro,1.3,8,Excellent,2023-Q3,9117,803247
PROP-1829,1916,2,2.0,47,7249,2,Suburban Standard,24.2,10,Excellent,2023-Q3,5124,414891
PROP-1830,1226,2,1.5,7,4135,1,Suburban Standard,23.3,3,Fair,2023-Q1,2849,273596
PROP-1831,1502,1,1.0,35,6882,1,Urban Metro,4.0,1,Needs Renovation,2024-Q2,4614,434234
PROP-1832,1447,2,1.5,28,5966,1,Urban Metro,3.4,4,Fair,2024-Q1,5795,512816
PROP-1833,1600,2,2.5,41,3878,1,Suburban Standard,12.5,7,Good,2023-Q4,5281,395308
PROP-1834,2077,4,3.0,11,9535,0,Suburban Prime,16.7,4,Fair,2024-Q2,8011,685824
PROP-1835,2252,5,4.0,13,7337,1,Urban Metro,3.1,2,Needs Renovation,2023-Q2,9829,880179
PROP-1836,3107,5,4.5,47,7589,3,Emerging Tech Corridor,10.0,2,Needs Renovation,2023-Q2,10242,913450
PROP-1837,1451,2,1.5,53,4002,1,Suburban Prime,14.0,5,Good,2023-Q2,4824,398639
PROP-1838,2739,4,3.5,49,7421,2,Suburban Prime,21.5,8,Excellent,2023-Q3,8806,810672
PROP-1839,1960,2,2.5,20,6987,0,Urban Metro,4.0,4,Fair,2023-Q4,7252,631198
PROP-1840,2067,3,2.5,21,5367,1,Suburban Standard,24.0,5,Good,2023-Q2,4984,475021
PROP-1841,2538,3,3.5,20,5634,2,Suburban Prime,21.1,2,Needs Renovation,2023-Q2,8539,737658
PROP-1842,1370,1,1.0,43,3042,1,Exurban,39.8,5,Good,2023-Q1,2094,194872
PROP-1843,2348,4,3.5,49,8882,1,Suburban Standard,12.2,6,Good,2024-Q1,5831,515318
PROP-1844,2208,3,2.5,29,9490,1,Urban Metro,1.2,4,Fair,2024-Q1,8664,783235
PROP-1845,2420,4,3.5,38,7001,2,Suburban Prime,17.8,4,Fair,2024-Q1,8518,741822
PROP-1846,2287,3,3.0,19,4386,2,Suburban Prime,11.9,7,Good,2024-Q2,7708,692906
PROP-1847,3695,6,4.5,23,8249,3,Suburban Prime,16.1,1,Needs Renovation,2023-Q1,13124,1113993
PROP-1848,1685,2,2.0,22,8273,2,Emerging Tech Corridor,6.8,6,Good,2023-Q3,6935,581261
PROP-1849,1754,3,2.0,6,6100,1,Suburban Standard,16.3,4,Fair,2024-Q2,4934,475524
PROP-1850,1694,3,3.0,8,5661,1,Urban Metro,3.5,4,Fair,2023-Q1,7824,693479
PROP-1851,1738,2,2.0,0,3353,1,Suburban Standard,27.6,6,Good,2023-Q2,4504,382466
PROP-1852,1685,2,2.0,25,7207,0,Urban Metro,4.1,7,Good,2023-Q4,6974,634956
PROP-1853,2872,4,3.5,37,10326,2,Emerging Tech Corridor,13.4,5,Good,2024-Q2,10149,873749
PROP-1854,3023,4,3.5,37,7518,2,Suburban Standard,27.4,1,Needs Renovation,2024-Q2,7267,619565
PROP-1855,1729,2,2.0,53,3759,3,Suburban Prime,10.9,5,Good,2023-Q2,5404,484747
PROP-1856,1558,2,1.5,43,4835,1,Suburban Prime,12.4,5,Good,2023-Q2,5077,427057
PROP-1857,2406,4,3.0,21,11179,2,Emerging Tech Corridor,11.9,5,Good,2023-Q4,7739,755585
PROP-1858,1741,3,3.0,43,8255,2,Emerging Tech Corridor,12.8,6,Good,2024-Q1,6706,562465
PROP-1859,2511,4,4.0,9,9666,1,Suburban Prime,15.3,1,Needs Renovation,2024-Q2,9350,811136
PROP-1860,2231,4,3.0,54,9534,0,Suburban Prime,21.9,5,Good,2023-Q1,7133,666081
PROP-1861,1114,1,1.0,5,2441,1,Suburban Standard,12.2,5,Good,2023-Q3,2889,251221
PROP-1862,3105,5,3.5,16,11797,3,Urban Metro,2.5,4,Fair,2023-Q2,12783,1195700
PROP-1863,3267,5,4.5,50,13289,3,Urban Metro,4.1,6,Good,2023-Q2,13456,1221896
PROP-1864,1701,2,2.0,49,4222,1,Urban Metro,3.3,3,Fair,2023-Q3,6328,535677
PROP-1865,1847,2,2.5,37,8851,1,Urban Metro,1.6,4,Fair,2023-Q1,7070,631595
PROP-1866,2285,2,1.5,23,5627,1,Suburban Prime,13.1,9,Excellent,2023-Q2,7835,701458
PROP-1867,2317,3,2.5,50,6640,1,Exurban,25.6,4,Fair,2023-Q3,4417,393232
PROP-1868,2528,5,4.0,9,9884,1,Suburban Standard,22.3,4,Fair,2023-Q2,7128,638417
PROP-1869,3406,6,5.0,7,13523,2,Urban Metro,5.5,5,Good,2024-Q1,15005,1313286
PROP-1870,1984,3,2.5,20,8288,1,Suburban Prime,20.4,9,Excellent,2024-Q1,7089,649529
PROP-1871,1581,3,2.5,5,3447,1,Suburban Prime,17.8,10,Excellent,2023-Q2,6250,546854
PROP-1872,1203,2,2.5,20,5639,0,Urban Metro,3.3,5,Good,2023-Q2,5303,504184
PROP-1873,1624,2,2.0,38,5865,1,Exurban,37.8,1,Needs Renovation,2024-Q1,2592,211583
PROP-1874,2078,3,2.0,23,7070,1,Suburban Prime,9.9,8,Excellent,2023-Q2,7436,672541
PROP-1875,3266,5,4.5,32,16773,3,Exurban,33.5,5,Good,2023-Q1,7294,652386
PROP-1876,1763,3,3.0,17,7611,0,Suburban Prime,10.6,4,Fair,2023-Q1,6575,596775
PROP-1877,2245,4,3.5,27,4941,2,Suburban Standard,25.1,7,Good,2023-Q4,6253,564679
PROP-1878,2089,3,2.5,51,9133,0,Urban Metro,5.6,4,Fair,2023-Q1,7174,667463
PROP-1879,2872,4,3.5,31,6099,2,Suburban Prime,15.5,1,Needs Renovation,2024-Q2,9238,816010
PROP-1880,3742,6,4.5,11,7085,3,Urban Metro,4.6,7,Good,2024-Q2,15110,1334323
PROP-1881,1754,3,2.5,47,5564,2,Emerging Tech Corridor,6.1,5,Good,2024-Q2,6051,575994
PROP-1882,1781,2,1.0,41,9222,2,Emerging Tech Corridor,10.5,4,Fair,2023-Q2,5664,521693
PROP-1883,2778,3,3.0,26,6652,3,Emerging Tech Corridor,11.3,4,Fair,2023-Q2,8606,767645
PROP-1884,2543,3,2.0,9,10393,3,Suburban Standard,19.2,5,Good,2023-Q3,6478,594457
PROP-1885,3300,4,4.0,45,7885,2,Emerging Tech Corridor,7.2,3,Fair,2024-Q2,10219,918449
PROP-1886,2479,3,2.5,51,10571,3,Urban Metro,5.4,4,Fair,2024-Q2,10014,850852
PROP-1887,1866,3,2.5,41,6564,2,Suburban Prime,18.4,6,Good,2023-Q1,6000,563037
PROP-1888,2483,3,2.5,31,10209,0,Suburban Standard,26.4,8,Excellent,2024-Q1,5211,527225
PROP-1889,2820,5,4.0,41,7021,2,Suburban Standard,25.1,5,Good,2024-Q1,7226,661217
PROP-1890,2633,4,4.0,25,11414,2,Suburban Standard,27.8,6,Good,2023-Q4,7646,691524
PROP-1891,2429,4,2.5,24,12594,1,Urban Metro,2.0,6,Good,2023-Q3,10189,922889
PROP-1892,2793,5,4.5,10,11348,1,Urban Metro,1.4,6,Good,2024-Q1,12475,1106699
PROP-1893,2860,4,3.5,22,9946,3,Exurban,33.4,3,Fair,2023-Q4,5595,527146
PROP-1894,2998,5,3.5,33,14806,2,Suburban Standard,14.1,7,Good,2023-Q1,7992,745071
PROP-1895,2521,4,3.0,51,4673,2,Urban Metro,3.6,5,Good,2023-Q3,9068,827781
PROP-1896,1991,3,3.5,39,8524,0,Emerging Tech Corridor,10.7,1,Needs Renovation,2023-Q3,6427,591433
PROP-1897,2195,3,2.0,22,10583,1,Exurban,39.5,3,Fair,2024-Q2,4314,328455
PROP-1898,2884,3,2.0,28,5795,1,Urban Metro,2.3,6,Good,2023-Q2,10748,918083
PROP-1899,1568,3,3.0,30,5221,2,Emerging Tech Corridor,13.2,2,Needs Renovation,2024-Q2,4993,490535
PROP-1900,2339,4,3.5,6,5838,2,Exurban,25.5,3,Fair,2023-Q1,4617,463963
PROP-1901,1844,2,1.5,39,6871,1,Exurban,33.7,6,Good,2024-Q2,3453,310671
PROP-1902,2118,3,2.5,32,8489,2,Exurban,43.0,8,Excellent,2023-Q3,4932,389163
PROP-1903,2930,5,3.5,20,8288,2,Suburban Prime,18.7,6,Good,2024-Q2,10484,918280
PROP-1904,2224,2,2.5,1,7481,2,Suburban Prime,13.8,3,Fair,2023-Q4,7500,670532
PROP-1905,2130,4,3.5,17,5856,2,Urban Metro,1.1,2,Needs Renovation,2024-Q2,9258,838829
PROP-1906,1216,1,1.5,46,3716,1,Urban Metro,4.1,6,Good,2024-Q1,4980,415829
PROP-1907,2585,4,3.5,32,6055,2,Suburban Prime,8.9,1,Needs Renovation,2023-Q1,9400,834588
PROP-1908,2519,4,4.0,36,12118,2,Suburban Prime,9.5,6,Good,2023-Q1,10121,857345
PROP-1909,3506,6,4.5,33,6430,3,Urban Metro,4.3,3,Fair,2023-Q3,13029,1208534
PROP-1910,1899,2,1.5,19,9115,2,Suburban Prime,12.4,8,Excellent,2024-Q2,7238,634934
PROP-1911,2242,3,3.0,34,8393,1,Urban Metro,2.7,5,Good,2023-Q3,8860,806234
PROP-1912,2262,3,3.5,50,6622,1,Emerging Tech Corridor,9.4,3,Fair,2023-Q3,7337,644041
PROP-1913,3125,4,3.0,49,13307,3,Suburban Prime,21.7,7,Good,2023-Q4,10916,967962
PROP-1914,2038,3,2.5,53,7186,1,Suburban Standard,27.4,4,Fair,2023-Q2,4953,428625
PROP-1915,2281,3,3.0,17,7976,1,Suburban Prime,13.8,4,Fair,2023-Q3,8461,729328
PROP-1916,2495,4,3.5,45,5425,1,Urban Metro,2.3,7,Good,2023-Q2,10517,901806
PROP-1917,2221,3,2.0,23,6939,2,Exurban,32.6,4,Fair,2023-Q2,5217,413605
PROP-1918,1809,1,1.5,7,4738,1,Suburban Prime,11.8,5,Good,2023-Q1,5251,468433
PROP-1919,2226,3,3.5,29,4125,2,Suburban Prime,15.5,4,Fair,2024-Q1,7403,675590
PROP-1920,2797,6,5.0,43,8459,1,Urban Metro,4.0,2,Needs Renovation,2024-Q1,10829,999747
PROP-1921,1432,2,1.5,52,3014,2,Suburban Prime,14.8,1,Needs Renovation,2024-Q2,4276,370178
PROP-1922,2186,3,2.0,9,5843,1,Urban Metro,3.0,6,Good,2023-Q4,8434,730715
PROP-1923,1644,2,2.0,22,3476,0,Suburban Prime,11.0,6,Good,2023-Q4,5335,512483
PROP-1924,2876,4,3.5,51,6163,2,Suburban Prime,14.8,4,Fair,2024-Q1,9293,799091
PROP-1925,1109,2,2.0,48,2746,0,Emerging Tech Corridor,8.1,4,Fair,2024-Q2,3007,271214
PROP-1926,1736,2,2.0,10,9026,1,Suburban Standard,20.7,9,Excellent,2024-Q1,4763,458976
PROP-1927,2345,4,3.0,1,4238,1,Urban Metro,4.4,10,Excellent,2024-Q2,9901,906784
PROP-1928,3117,5,3.5,25,12379,3,Urban Metro,4.2,5,Good,2024-Q2,13187,1202696
PROP-1929,2057,3,3.0,35,4690,1,Suburban Prime,14.5,7,Good,2024-Q2,7104,659108
PROP-1930,1739,3,3.0,32,8573,0,Urban Metro,3.8,6,Good,2024-Q2,7536,657616
PROP-1931,3322,5,3.5,46,7037,2,Urban Metro,2.4,4,Fair,2023-Q1,12836,1122948
PROP-1932,1158,2,2.5,12,5844,1,Emerging Tech Corridor,5.2,2,Needs Renovation,2023-Q1,4907,392673
PROP-1933,750,1,1.5,39,2907,1,Urban Metro,4.1,3,Fair,2024-Q1,2491,241180
PROP-1934,2386,3,3.0,24,4305,2,Emerging Tech Corridor,7.3,7,Good,2024-Q2,8371,738265
PROP-1935,1773,2,1.5,3,8580,0,Urban Metro,4.3,6,Good,2023-Q3,7467,684071
PROP-1936,1436,2,1.5,41,5132,2,Exurban,43.7,6,Good,2024-Q2,2389,212785
PROP-1937,2560,5,4.0,18,6894,2,Suburban Standard,26.7,3,Fair,2023-Q3,6388,610012
PROP-1938,2258,3,3.0,17,9954,2,Suburban Standard,27.3,6,Good,2023-Q1,5925,559167
PROP-1939,1733,2,2.5,36,8579,1,Urban Metro,1.1,6,Good,2024-Q2,7266,627320
PROP-1940,1267,2,2.0,29,4364,0,Emerging Tech Corridor,13.9,7,Good,2023-Q2,4223,416852
PROP-1941,2667,4,3.0,18,7661,2,Emerging Tech Corridor,11.1,1,Needs Renovation,2024-Q1,8619,753173
PROP-1942,2522,4,3.0,22,11304,2,Suburban Standard,22.3,6,Good,2024-Q2,6667,613445
PROP-1943,2035,3,3.0,53,8380,1,Suburban Prime,8.2,1,Needs Renovation,2023-Q4,6423,625081
PROP-1944,3300,5,3.5,15,15911,3,Suburban Standard,25.8,6,Good,2023-Q3,8584,834462
PROP-1945,1404,3,3.5,0,5832,1,Urban Metro,1.7,6,Good,2024-Q2,8323,703955
PROP-1946,1108,1,1.0,11,2911,1,Suburban Standard,25.4,3,Fair,2023-Q2,1745,206877
PROP-1947,1650,2,2.5,23,8196,1,Emerging Tech Corridor,5.1,6,Good,2023-Q3,6722,601946
PROP-1948,2070,3,3.0,33,4463,1,Suburban Prime,17.0,2,Needs Renovation,2023-Q2,6726,591081
PROP-1949,2258,2,2.0,52,6121,1,Urban Metro,3.2,7,Good,2024-Q1,7373,693564
PROP-1950,1943,3,2.5,7,6933,1,Suburban Prime,10.8,4,Fair,2024-Q1,6743,616960
PROP-1951,2328,4,3.0,17,8668,2,Suburban Standard,13.7,6,Good,2024-Q1,6530,570233
PROP-1952,1286,2,2.0,47,2381,1,Urban Metro,3.2,8,Excellent,2023-Q1,4929,432240
PROP-1953,3038,5,4.0,4,13531,3,Urban Metro,1.6,4,Fair,2023-Q2,13195,1190529
PROP-1954,2046,2,1.5,25,6198,2,Urban Metro,3.4,5,Good,2024-Q2,7544,667278
PROP-1955,2826,4,3.0,29,8991,2,Emerging Tech Corridor,10.6,5,Good,2023-Q4,8730,782249
PROP-1956,2322,3,2.5,53,10569,1,Urban Metro,5.1,3,Fair,2023-Q4,8410,776890
PROP-1957,2396,3,1.5,12,7402,1,Suburban Standard,22.9,5,Good,2024-Q1,6369,536520
PROP-1958,2470,4,3.5,18,4842,2,Suburban Prime,8.9,6,Good,2023-Q4,9176,813737
PROP-1959,2391,4,3.0,28,5738,2,Emerging Tech Corridor,7.8,8,Excellent,2023-Q3,7677,734820
PROP-1960,2517,3,2.0,2,12711,0,Exurban,32.2,7,Good,2023-Q2,5874,510522
PROP-1961,2963,5,3.5,25,6042,2,Urban Metro,5.6,5,Good,2023-Q2,11446,1038496
PROP-1962,2227,4,2.5,39,6696,2,Suburban Prime,20.1,6,Good,2023-Q2,7307,660228
PROP-1963,2560,4,3.0,11,8987,2,Emerging Tech Corridor,8.3,7,Good,2023-Q3,9421,840973
PROP-1964,2041,4,3.0,1,7096,2,Suburban Prime,9.0,5,Good,2024-Q2,8050,740030
PROP-1965,3036,4,4.0,10,5505,1,Urban Metro,5.5,2,Needs Renovation,2023-Q1,11327,963089
PROP-1966,1660,2,1.5,43,5816,2,Emerging Tech Corridor,13.0,5,Good,2023-Q3,4686,458449
PROP-1967,3270,4,3.5,27,10152,3,Exurban,46.4,7,Good,2023-Q2,6651,592394
PROP-1968,2073,3,3.0,17,10582,0,Suburban Standard,25.5,5,Good,2023-Q2,5558,486045
PROP-1969,1169,2,2.0,12,2736,1,Suburban Prime,14.7,6,Good,2023-Q2,4118,366646
PROP-1970,2183,4,3.5,36,6558,2,Suburban Prime,10.5,3,Fair,2024-Q2,7444,669769
PROP-1971,1657,2,1.5,21,5345,0,Urban Metro,3.4,9,Excellent,2023-Q4,6709,609155
PROP-1972,2646,4,4.0,11,8277,2,Emerging Tech Corridor,9.5,5,Good,2023-Q1,9505,870180
PROP-1973,1675,2,2.5,1,6806,2,Emerging Tech Corridor,9.4,6,Good,2023-Q3,6134,569736
PROP-1974,1809,2,1.0,36,4581,1,Emerging Tech Corridor,9.8,1,Needs Renovation,2023-Q2,5257,438387
PROP-1975,871,2,1.5,6,2222,1,Urban Metro,2.3,2,Needs Renovation,2024-Q1,3719,343911
PROP-1976,1806,2,2.0,25,7728,1,Suburban Standard,17.9,7,Good,2023-Q1,5213,408360
PROP-1977,750,1,1.0,25,2625,1,Urban Metro,3.2,9,Excellent,2024-Q1,3917,331828
PROP-1978,1070,2,2.0,23,3436,0,Suburban Prime,9.8,4,Fair,2023-Q1,2712,313635
PROP-1979,2594,4,3.0,11,6161,1,Emerging Tech Corridor,9.1,1,Needs Renovation,2023-Q2,9065,785721
PROP-1980,2610,4,4.0,15,6362,3,Urban Metro,5.1,4,Fair,2023-Q1,10596,947549
PROP-1981,2376,3,3.0,22,4362,1,Suburban Standard,25.2,1,Needs Renovation,2023-Q1,5057,488817
PROP-1982,1471,2,2.0,39,3105,2,Suburban Standard,18.6,3,Fair,2023-Q2,3872,310842
PROP-1983,2068,4,3.5,8,7637,2,Exurban,38.0,6,Good,2024-Q2,4691,430590
PROP-1984,2097,2,2.5,31,10133,1,Emerging Tech Corridor,5.3,8,Excellent,2024-Q1,7608,693309
PROP-1985,1347,3,2.5,14,3739,2,Emerging Tech Corridor,11.1,2,Needs Renovation,2024-Q2,4468,388963
PROP-1986,3077,4,3.0,36,8967,2,Suburban Prime,13.7,5,Good,2024-Q1,10600,915834
PROP-1987,2670,4,3.5,12,5855,2,Urban Metro,3.2,4,Fair,2023-Q4,10757,957492
PROP-1988,1956,3,3.0,4,6105,1,Suburban Prime,20.2,3,Fair,2024-Q1,7024,626060
PROP-1989,2117,3,2.5,10,4078,0,Suburban Prime,14.5,3,Fair,2024-Q1,6572,605523
PROP-1990,2235,2,1.5,9,10995,2,Suburban Standard,12.3,5,Good,2023-Q1,6346,536462
PROP-1991,772,1,1.0,51,3156,0,Suburban Standard,15.6,2,Needs Renovation,2023-Q4,1380,120000
PROP-1992,1939,4,3.5,12,10021,1,Suburban Prime,14.7,5,Good,2023-Q2,7633,687582
PROP-1993,1656,1,1.0,40,7951,1,Suburban Prime,13.9,3,Fair,2023-Q2,5387,490394
PROP-1994,1448,2,2.5,52,4935,0,Urban Metro,5.3,4,Fair,2023-Q3,5626,474826
PROP-1995,1917,2,1.5,45,6837,1,Suburban Standard,20.7,3,Fair,2023-Q4,4310,391932
PROP-1996,3268,5,4.0,49,7999,2,Suburban Standard,23.0,8,Excellent,2023-Q1,8623,742371
PROP-1997,2516,4,4.0,14,8481,2,Suburban Standard,19.5,6,Good,2023-Q3,6877,626693
PROP-1998,1728,2,3.0,41,8415,1,Suburban Prime,14.2,7,Good,2023-Q3,6658,575168
PROP-1999,2472,4,3.0,6,4877,1,Suburban Prime,14.2,4,Fair,2023-Q2,8104,718046
PROP-2000,3009,6,5.0,39,14250,3,Emerging Tech Corridor,8.7,4,Fair,2024-Q1,10950,1003233
PROP-2001,2701,4,3.5,27,7992,2,Emerging Tech Corridor,9.8,4,Fair,2023-Q1,9009,806740
PROP-2002,2138,3,2.5,31,10387,2,Suburban Prime,11.5,1,Needs Renovation,2023-Q4,6905,675255
PROP-2003,1679,2,2.0,34,8393,1,Suburban Standard,26.3,6,Good,2023-Q3,4073,383661
PROP-2004,2553,3,3.0,14,10418,1,Suburban Prime,12.7,4,Fair,2023-Q1,8284,781935
PROP-2005,2355,4,2.5,47,9559,1,Suburban Standard,14.4,4,Fair,2023-Q2,6682,543185
PROP-2006,2681,5,4.5,35,8952,2,Emerging Tech Corridor,5.9,5,Good,2023-Q3,9264,869159
PROP-2007,2512,4,3.5,20,11657,3,Suburban Standard,12.2,5,Good,2023-Q3,8533,692671
PROP-2008,2782,4,3.0,5,14103,3,Suburban Prime,13.9,10,Excellent,2024-Q2,11431,1006857
PROP-2009,1752,2,2.5,0,7770,1,Suburban Prime,10.6,4,Fair,2023-Q2,6858,626224
PROP-2010,2956,4,3.0,3,11571,1,Suburban Standard,12.3,6,Good,2024-Q2,8355,724410
PROP-2011,2228,4,3.0,10,8606,2,Suburban Standard,20.3,4,Fair,2023-Q2,6435,591887
PROP-2012,3448,6,5.0,43,16164,2,Suburban Standard,22.9,10,Excellent,2023-Q2,9626,897285
PROP-2013,1652,2,1.5,25,6013,1,Suburban Standard,13.4,5,Good,2024-Q2,4040,358685
PROP-2014,3228,5,4.0,36,14632,2,Urban Metro,3.3,6,Good,2023-Q1,14307,1258701
PROP-2015,2228,3,2.5,22,7865,0,Exurban,43.6,2,Needs Renovation,2023-Q1,4607,377135
PROP-2016,1676,2,2.0,28,3372,2,Emerging Tech Corridor,13.9,6,Good,2023-Q1,5648,490990
PROP-2017,1785,2,2.0,20,5543,1,Suburban Prime,17.3,4,Fair,2024-Q1,5769,529343
PROP-2018,1891,4,3.0,47,6261,1,Suburban Standard,15.9,5,Good,2023-Q3,5216,428617
PROP-2019,2375,3,2.5,44,5418,2,Urban Metro,4.6,8,Excellent,2023-Q1,9211,791336
